date,product_id,category,price,competitor_price,promotion,seasonality,demand,revenue
2023-01-25,P1,Home,277.2696239840915,236.55204068902188,0,1.125158080783695,64,17745.255934981855
2023-01-26,P1,Home,280.4617756072765,247.87192220235434,0,1.1298326777651293,53,14864.474107185653
2023-01-27,P1,Home,252.2044744784515,238.74818245633233,0,1.1344688025221232,68,17149.9042645347
2023-01-28,P1,Home,245.67446517780024,241.36136215738546,0,1.1390650812708554,74,18179.910423157216
2023-01-29,P1,Home,253.26427261865265,221.6136660341634,0,1.1436201520347364,78,19754.613264254906
2023-01-30,P1,Home,290.5430364593757,219.86680619755728,1,1.148132665047993,79,22952.89988029068
2023-01-31,P1,Home,309.57485529288516,254.9419061838946,1,1.1526012831556314,68,21051.09015991619
2023-02-01,P1,Home,280.9845520731625,239.66918328136035,1,1.157024682209665,87,24445.656030365135
2023-02-02,P1,Home,267.6636441847941,255.88425483194303,0,1.16140155146149,70,18736.45509293559
2023-02-03,P1,Home,270.87234401092576,229.90305264250185,0,1.1657305939502858,66,17877.5747047211
2023-02-04,P1,Home,292.2851831670759,250.32110633455608,1,1.1700105268873353,83,24259.6702028673
2023-02-05,P1,Home,268.36136837379627,255.94771038483697,0,1.1742400820361403,63,16906.766207549164
2023-02-06,P1,Home,287.1010221664197,220.97085768606405,0,1.178418006088229,63,18087.36439648444
2023-02-07,P1,Home,253.5320037765635,223.97958245329556,0,1.1825430610345378,77,19521.96429079539
2023-02-08,P1,Home,276.5995393863502,248.73835026930726,0,1.1866140245322603,66,18255.569599499115
2023-02-09,P1,Home,262.36772706527483,240.29062916592005,0,1.1906296902670532,66,17316.26998630814
2023-02-10,P1,Home,264.4562124259284,224.91453172641712,0,1.1945888683104944,71,18776.391082240916
2023-02-11,P1,Home,301.174474514372,243.26942679990296,1,1.1984903854726836,87,26202.179282750363
2023-02-12,P1,Home,272.9694343964733,236.69735046919317,0,1.2023330856498837,62,16924.104932581344
2023-02-13,P1,Home,252.95045230528453,214.49971089048802,0,1.2061158301671,77,19477.18482750691
2023-02-14,P1,Home,298.6407378968598,258.5730332859921,1,1.209837498115494,85,25384.46272123308
2023-02-15,P1,Home,271.4273877824625,257.35885179896786,0,1.2134969866845324,67,18185.634981424988
2023-02-16,P1,Home,291.4246410885485,253.7884155552144,1,1.2170932114887738,78,22731.122004906785
2023-02-17,P1,Home,304.08264490134366,228.3722854800984,1,1.2206251068891956,74,22502.11572269943
2023-02-18,P1,Home,291.15123838251185,246.34594432277015,1,1.2240916263089665,87,25330.15773927853
2023-02-19,P1,Home,266.8399629197853,260.2857475821736,0,1.2274917425435687,64,17077.75762686626
2023-02-20,P1,Home,314.62383196717553,248.46703052856967,1,1.2308244480651813,82,25799.154221308392
2023-02-21,P1,Home,272.41093088775136,227.2661928014601,0,1.2340887553212325,71,19341.176093030346
2023-02-22,P1,Home,308.04462830706086,256.6439970415848,1,1.2372836970270331,99,30496.418202399025
2023-02-23,P1,Home,277.7636339053761,244.16194236751662,0,1.2404083264524028,70,19443.454373376328
2023-02-24,P1,Home,292.92643145546856,229.37137240942036,1,1.2434617177022083,85,24898.746673714828
2023-02-25,P1,Home,294.0340132268381,215.05091898185066,0,1.2464429659907243,52,15289.768687795582
2023-02-26,P1,Home,261.0745989729802,241.35853257946354,0,1.2493511879097423,79,20624.893318865437
2023-02-27,P1,Home,258.25719724371294,238.10665198813516,0,1.2521855216903435,78,20144.06138500961
2023-02-28,P1,Home,267.34097122290484,217.39323974522785,0,1.2549451274582584,68,18179.18604315753
2023-03-01,P1,Home,242.86123832390672,243.56769880081922,0,1.2576291874827408,84,20400.344019208165
2023-03-02,P1,Home,257.5328340948105,226.18715098492342,0,1.260236906418879,75,19314.962557110786
2023-03-03,P1,Home,272.97167196673246,258.98644443460535,0,1.2627675115432728,74,20199.903725538203
2023-03-04,P1,Home,261.4150613006213,221.5628369015114,0,1.265220252983009,71,18560.469352344113
2023-03-05,P1,Home,252.1559211568452,247.2261721172668,0,1.2675944039378646,83,20928.941456018154
2023-03-06,P1,Home,327.865971556747,248.33088198117187,1,1.2698892608956729,80,26229.27772453976
2023-03-07,P1,Home,282.22378106892165,225.0919105097471,0,1.2721041438407907,63,17780.098207342064
2023-03-08,P1,Home,272.5185933474524,218.84993315778544,0,1.2742383964556,74,20166.375907711477
2023-03-09,P1,Home,228.88938393854832,217.9852392051079,0,1.2762913863149903,87,19913.376402653703
2023-03-10,P1,Home,286.70189508287376,233.9159687763458,0,1.278262505073759,58,16628.709914806677
2023-03-11,P1,Home,284.4811829549955,215.49476279714443,0,1.2801511686468776,59,16784.389794344737
2023-03-12,P1,Home,255.80771014210407,253.95342209686027,0,1.2819568173825686,80,20464.616811368327
2023-03-13,P1,Home,268.3093032019088,243.80424723584312,0,1.2836789162281428,71,19049.960527335523
2023-03-14,P1,Home,321.8770402357009,240.6303520497075,1,1.285316954888546,71,22853.269856734765
2023-03-15,P1,Home,265.75857392482436,239.21480077928985,0,1.2868704479775717,77,20463.410192211475
2023-03-16,P1,Home,306.48073235090675,256.269933082459,1,1.2883389351616903,81,24824.939320423447
2023-03-17,P1,Home,260.6397114540498,228.4696487061719,0,1.2897219812964564,80,20851.176916323984
2023-03-18,P1,Home,278.3185706208823,246.37948096796634,0,1.2910191765554522,71,19760.618514082646
2023-03-19,P1,Home,257.8589251750849,251.44024748077942,0,1.2922301365517261,75,19339.419388131366
2023-03-20,P1,Home,267.4635901631515,251.59925296160736,0,1.293354502451697,74,19792.30567207321
2023-03-21,P1,Home,274.22045006373975,250.15694372704894,0,1.2943919410814828,70,19195.431504461783
2023-03-22,P1,Home,313.09959295334113,233.6856668935971,1,1.2953421450256277,86,26926.564993987336
2023-03-23,P1,Home,283.2522201310262,256.13729128369664,0,1.2962048327181959,68,19261.15096890978
2023-03-24,P1,Home,271.6394812692406,255.8040113029939,0,1.2969797485262058,71,19286.403170116082
2023-03-25,P1,Home,293.6733164710593,240.53381070147694,1,1.2976666628253797,100,29367.33164710593
2023-03-26,P1,Home,281.55437181530056,228.92900421938046,0,1.2982653720681856,72,20271.91477070164
2023-03-27,P1,Home,267.6946829281247,250.78300692722013,0,1.2987756988441537,69,18470.933122040602
2023-03-28,P1,Home,279.4075463035192,239.4002747438352,0,1.2991974919324467,68,18999.713148639305
2023-03-29,P1,Home,272.7520480047382,218.89707693578126,0,1.2995306263466693,69,18819.891312326934
2023-03-30,P1,Home,270.76701968537066,218.14114909804888,0,1.299775003371905,70,18953.691377975945
2023-03-31,P1,Home,262.2841843504365,252.3116096636819,0,1.2999305505939671,77,20195.88219498361
2023-04-01,P1,Home,250.70522457967698,260.12387553848833,0,1.299997221920857,74,18552.186618896096
2023-04-02,P1,Home,294.9106469701227,258.2563317121857,1,1.2999749975964214,88,25952.136933370795
2023-04-03,P1,Home,278.03113504228475,239.82105962227004,0,1.2998638842062071,69,19184.148317917647
2023-04-04,P1,Home,267.6414655460875,236.70244284456228,0,1.29966391467551,72,19270.1855193183
2023-04-05,P1,Home,271.67910461275864,218.98008782900018,0,1.2993751482596176,68,18474.179113667586
2023-04-06,P1,Home,266.5560099444615,241.00463772938343,0,1.298997670526251,76,20258.256755779075
2023-04-07,P1,Home,270.49013206602154,254.5275284546182,0,1.2985315933302093,73,19745.77964081957
2023-04-08,P1,Home,268.1114164598754,239.60534386412013,0,1.2979770547802243,76,20376.46765095053
2023-04-09,P1,Home,293.32648856309254,246.33261688968238,0,1.2973342191980364,60,17599.589313785553
2023-04-10,P1,Home,293.7432094418495,256.0711586724042,0,1.296603277069702,60,17624.59256651097
2023-04-11,P1,Home,242.5952347941196,222.2657835662817,0,1.2957844449891491,83,20135.404487911925
2023-04-12,P1,Home,271.798140913526,217.03231238662852,0,1.2948779655939946,81,22015.64941399561
2023-04-13,P1,Home,257.0753291232704,251.9292427662776,0,1.2938841074936471,81,20823.101658984902
2023-04-14,P1,Home,287.6078703514845,252.34371522274006,1,1.2928031651897105,102,29336.00277585142
2023-04-15,P1,Home,317.2078289314545,254.40733172877611,1,1.2916354589887185,77,24425.002827721997
2023-04-16,P1,Home,282.89355638577086,220.47820843262974,1,1.2903813349072193,101,28572.249194962857
2023-04-17,P1,Home,301.8092978898012,253.27209086571108,1,1.2890411645692446,92,27766.45540586171
2023-04-18,P1,Home,267.6374320639121,226.30922430896052,0,1.287615345096189,73,19537.532540665583
2023-04-19,P1,Home,262.2050128748413,258.1386188744455,0,1.2861042989891338,78,20451.99100423762
2023-04-20,P1,Home,268.9274480807538,219.47038261325645,0,1.2845084740036514,75,20169.558606056533
2023-04-21,P1,Home,249.27855517741455,245.19249094182427,0,1.2828283430171261,88,21936.51285561248
2023-04-22,P1,Home,285.8051799993204,245.18644664391377,0,1.2810644038886294,66,18863.141879955147
2023-04-23,P1,Home,291.801430390439,253.7491618555679,0,1.2792171793113938,73,21301.50441850205
2023-04-24,P1,Home,310.537649457652,232.476172080577,1,1.2772872166579279,88,27327.313152273375
2023-04-25,P1,Home,279.8278390091227,223.44360066396098,0,1.275275087817818,59,16509.84250153824
2023-04-26,P1,Home,264.03994796554076,234.0877496534526,0,1.2731813890282648,77,20331.07599334664
2023-04-27,P1,Home,286.48490604949967,250.50019761828273,0,1.2710067406974053,58,16616.12455087098
2023-04-28,P1,Home,282.4964111004153,258.36405037561957,1,1.2687517872204728,93,26272.166232338623
2023-04-29,P1,Home,242.56820051887016,259.8106347546583,0,1.266417196788848,83,20133.16064306622
2023-04-30,P1,Home,271.3607046804236,224.7322849134923,0,1.2640036611920606,66,17909.80650890796
2023-05-01,P1,Home,266.21358229062207,229.73511113201172,0,1.2615118956127964,77,20498.445836377898
2023-05-02,P1,Home,260.6106542348122,221.5166378733544,0,1.2589426384149733,70,18242.745796436855
2023-05-03,P1,Home,265.56427585040524,217.55230495753452,0,1.256296650924948,67,17792.80648197715
2023-05-04,P1,Home,290.0554502927708,230.61706711679867,0,1.253574717205919,63,18273.49336844456
2023-05-05,P1,Home,258.4084654629554,251.24726188224713,0,1.250777643825591,76,19639.04337518461
2023-05-06,P1,Home,300.8604019098169,257.00582614379977,1,1.2479062596171728,82,24670.552956604988
2023-05-07,P1,Home,295.83415342646805,248.8221854127996,1,1.244961415433775,82,24258.40058097038
2023-05-08,P1,Home,248.5336710218651,236.31831799178676,0,1.2419439838962834,86,21373.895707880398
2023-05-09,P1,Home,273.25310470286183,248.78479033897554,0,1.2388548591347848,70,19127.717329200328
2023-05-10,P1,Home,264.828340285318,238.57460349059147,0,1.2356949565236144,67,17743.498799116307
2023-05-11,P1,Home,257.30320890786345,224.84250867621816,0,1.232465212410112,67,17239.31499682685
2023-05-12,P1,Home,258.5261677965321,228.61678861135488,0,1.2291665838371628,68,17579.77941016418
2023-05-13,P1,Home,286.1069585492797,255.56715133182865,0,1.2258000482596025,67,19169.166222801738
2023-05-14,P1,Home,266.9455614548557,236.97823373259354,0,1.2223666032545788,65,17351.46149456562
2023-05-15,P1,Home,253.65152456647627,248.68847778408997,0,1.2188672662259463,74,18770.212817919244
2023-05-16,P1,Home,276.8387192251597,230.56076418043023,0,1.2153030741027886,75,20762.90394188698
2023-05-17,P1,Home,249.1984324831018,260.1179810150596,0,1.2116750830321534,79,19686.67616616504
2023-05-18,P1,Home,257.975802579903,220.59399643486967,0,1.2079843680660933,70,18058.306180593212
2023-05-19,P1,Home,266.17376915129023,226.86336186150004,0,1.204232022843105,65,17301.294994833865
2023-05-20,P1,Home,262.6761200659269,259.9218615685307,0,1.20041915926406,66,17336.623924351177
2023-05-21,P1,Home,294.13805521244353,254.38093533349794,1,1.1965469071627255,86,25295.872748270143
2023-05-22,P1,Home,266.5006575795446,245.04753527290336,0,1.1926164139709692,72,19188.047345727213
2023-05-23,P1,Home,257.3749675418447,226.6208066059132,0,1.1886288443787503,74,19045.747598096506
2023-05-24,P1,Home,245.84231691031175,233.51700012367007,0,1.1845853799889983,77,18929.858402094003
2023-05-25,P1,Home,272.60476979034047,242.29663217786054,0,1.1804872189674769,57,15538.471878049408
2023-05-26,P1,Home,257.2114148009059,236.15793407895313,0,1.176335575687742,71,18262.01045086432
2023-05-27,P1,Home,276.7649068251569,219.71953677101902,0,1.1721316803712973,60,16605.894409509416
2023-05-28,P1,Home,271.0164122032638,245.6572096515064,0,1.1678767787230528,72,19513.181678634995
2023-05-29,P1,Home,271.47461795029443,232.87243062638603,0,1.1635721315621952,64,17374.375548818844
2023-05-30,P1,Home,304.4884774194852,259.09920992350834,1,1.1592190144485799,73,22227.658851622422
2023-05-31,P1,Home,301.01143671573135,221.93921617183761,1,1.154818717304756,76,22876.869190395584
2023-06-01,P1,Home,268.323382113055,253.25833490469117,0,1.1503725440337327,63,16904.373073122464
2023-06-02,P1,Home,268.89074278019865,221.10587740988976,0,1.145881812132607,62,16671.226052372316
2023-06-03,P1,Home,274.43307565073275,238.14563116086168,0,1.1413478523021592,61,16740.4176146947
2023-06-04,P1,Home,239.8424237283207,252.06220147941602,0,1.1367720080525376,71,17028.81208471077
2023-06-05,P1,Home,264.10838142140767,227.6353317331463,0,1.1321556353051485,74,19544.02022518417
2023-06-06,P1,Home,273.61033158025725,255.9960872521817,0,1.1275001019908664,51,13954.12691059312
2023-06-07,P1,Home,281.70117475941754,242.94226504356098,1,1.1228067876446863,88,24789.703378828744
2023-06-08,P1,Home,271.056453818347,250.99194684254465,0,1.11807708299694,74,20058.177582557677
2023-06-09,P1,Home,293.55658298049167,250.73460413479054,1,1.1133123895611894,73,21429.630557575892
2023-06-10,P1,Home,264.1778948826784,248.61768541981152,0,1.1085141192189303,62,16379.02948272606
2023-06-11,P1,Home,275.5126929327256,254.914706039194,0,1.10368369380122,57,15704.22349716536
2023-06-12,P1,Home,259.9011869094113,253.47753768209682,0,1.0988225446673592,60,15594.07121456468
2023-06-13,P1,Home,271.95626573057496,220.45452864726775,0,1.0939321122807482,56,15229.550880912197
2023-06-14,P1,Home,267.7676709103399,243.74395799969398,0,1.0890138457820473,71,19011.504634634133
2023-06-15,P1,Home,241.6677091179735,229.7364722936475,0,1.0840692025597647,79,19091.749020319905
2023-06-16,P1,Home,265.9507297833659,258.2579798039419,0,1.079099647818402,56,14893.24086786849
2023-06-17,P1,Home,263.810625661834,242.33618161630744,0,1.0741066541442807,66,17411.501293681045
2023-06-18,P1,Home,253.0259508406794,257.0829619761929,0,1.0690917010691836,68,17205.7646571662
2023-06-19,P1,Home,281.15917704081915,242.11149468263457,0,1.0640562746319389,53,14901.436383163415
2023-06-20,P1,Home,285.9843692185542,257.2284707942204,1,1.059001866938073,76,21734.81206061012
2023-06-21,P1,Home,298.25401885527447,253.1193896521115,1,1.0539299757176688,77,22965.559451856134
2023-06-22,P1,Home,260.0423058572749,232.263765711462,0,1.0488421038815552,60,15602.538351436495
2023-06-23,P1,Home,285.35589943575195,213.56648690578595,1,1.0437397590759625,67,19118.84526219538
2023-06-24,P1,Home,246.38350309328214,256.9576199837541,0,1.0386244532357745,60,14783.010185596928
2023-06-25,P1,Home,258.47453511909765,234.78672233968635,0,1.0334977021365086,54,13957.624896431273
2023-06-26,P1,Home,229.46447200466844,221.70946150978173,0,1.0283610249451598,73,16750.906456340796
2023-06-27,P1,Home,318.7803962706521,230.52812697757727,1,1.023215943770039,68,21677.066946404342
2023-06-28,P1,Home,257.9984779024927,244.80546488962713,0,1.018063983209738,55,14189.916284637098
2023-06-29,P1,Home,291.5642699625418,260.6091056793098,0,1.0129066699013591,51,14869.777768089632
2023-06-30,P1,Home,263.28872848618164,248.9028201041704,0,1.0077455320681399,58,15270.746252198534
2023-07-01,P1,Home,260.4302963461387,222.38746529312772,0,1.0025820990666066,57,14844.526891729904
2023-07-02,P1,Home,257.67394539653645,216.4621548171933,0,0.9974179009333936,67,17264.15434156794
2023-07-03,P1,Home,275.3430441927156,234.2436268067839,0,0.9922544679318602,44,12115.093944479486
2023-07-04,P1,Home,243.76866397074275,221.97216946220416,0,0.9870933300986409,61,14869.888502215308
2023-07-05,P1,Home,271.4193141294679,232.72513863997244,0,0.9819360167902622,61,16556.57816189754
2023-07-06,P1,Home,268.7606534512578,223.87067372892682,0,0.976784056229961,49,13169.272019111631
2023-07-07,P1,Home,253.86806342123654,218.28271214290493,0,0.9716389750548402,62,15739.819932116665
2023-07-08,P1,Home,257.11474678396104,224.63922595628236,0,0.9665022978634916,56,14398.425819901819
2023-07-09,P1,Home,255.56330877375146,253.91580794745337,0,0.9613755467642258,64,16356.051761520093
2023-07-10,P1,Home,266.75023320757117,223.0652718773306,0,0.9562602409240377,53,14137.762360001272
2023-07-11,P1,Home,263.4650121491463,217.40087594500054,0,0.951157896118445,49,12909.785595308167
2023-07-12,P1,Home,253.28324814311483,255.66881967036673,0,0.9460700242823313,64,16210.12788115935
2023-07-13,P1,Home,240.90853719399382,231.34825652151895,0,0.9409981330619271,66,15899.963454803592
2023-07-14,P1,Home,234.5625454887779,232.75725830174923,0,0.9359437253680613,73,17123.065820680786
2023-07-15,P1,Home,252.66075508036909,258.3134484450054,0,0.9309082989308164,60,15159.645304822145
2023-07-16,P1,Home,295.91229358378536,236.4561975883673,1,0.9258933458557195,64,18938.386789362263
2023-07-17,P1,Home,262.5304776514039,214.41216005762524,0,0.9209003521815978,45,11813.871494313174
2023-07-18,P1,Home,260.7896211493595,225.57344370884076,0,0.9159307974402352,53,13821.849920916055
2023-07-19,P1,Home,287.8074623412474,238.27007201253622,1,0.9109861542179529,61,17556.25520281609
2023-07-20,P1,Home,260.8518947040299,256.69416930620923,0,0.906067887719252,48,12520.890945793435
2023-07-21,P1,Home,270.6128643574798,239.6206914752241,0,0.9011774553326409,53,14342.481810946429
2023-07-22,P1,Home,261.3340742546504,213.8681975915665,0,0.89631630619878,58,15157.376306769722
2023-07-23,P1,Home,236.36579465946784,244.8765474491811,0,0.8914858807810697,55,13000.11870627073
2023-07-24,P1,Home,264.20681246043597,215.57355687326626,0,0.8866876104388106,48,12681.926998100927
2023-07-25,P1,Home,250.71017812290353,241.94257435430788,0,0.88192291700306,48,12034.08854989937
2023-07-26,P1,Home,246.27949844462495,230.20947289896625,0,0.8771932123553137,62,15269.328903566748
2023-07-27,P1,Home,263.58198410919726,235.91662929105343,0,0.8724998980091339,51,13442.68118956906
2023-07-28,P1,Home,250.80171427185314,223.5372939417643,0,0.8678443646948515,55,13794.094284951923
2023-07-29,P1,Home,271.13697185660203,241.6434496747228,0,0.8632279919474624,44,11930.02676169049
2023-07-30,P1,Home,256.9919135895024,216.90919439486674,0,0.8586521476978408,61,15676.506728959648
2023-07-31,P1,Home,265.6878436292849,233.96222661696305,0,0.8541181878673929,46,12221.640806947105
2023-08-01,P1,Home,264.5627536735327,246.2827307883592,0,0.8496274559662673,41,10847.072900614841
2023-08-02,P1,Home,256.2050586633041,217.6888251320217,0,0.8451812826952443,54,13835.073167818422
2023-08-03,P1,Home,261.48931345030866,239.03863116000622,0,0.8407809855514201,52,13597.44429941605
2023-08-04,P1,Home,302.32175007517463,244.58007551115014,1,0.8364278684378048,58,17534.66150436013
2023-08-05,P1,Home,261.8698394159293,236.5507228389664,0,0.8321232212769472,50,13093.491970796464
2023-08-06,P1,Home,243.86354565043627,240.27340151041514,0,0.8278683196287027,59,14387.94919337574
2023-08-07,P1,Home,291.6662089003898,259.3851580128741,1,0.823664424312258,61,17791.638742923777
2023-08-08,P1,Home,303.1577317713678,253.3873207202035,1,0.8195127810325232,51,15461.044320339759
2023-08-09,P1,Home,251.23175176495923,241.61628490693627,0,0.8154146200110017,49,12310.355836483002
2023-08-10,P1,Home,271.16979321938504,246.3582226350317,0,0.8113711556212496,41,11117.961521994786
2023-08-11,P1,Home,273.34174292496425,228.2949274502389,0,0.8073835860290309,45,12300.37843162339
2023-08-12,P1,Home,259.2633543777472,243.0206525051818,0,0.8034530928372745,52,13481.694427642855
2023-08-13,P1,Home,256.98160023355547,214.5037320110164,0,0.79958084073594,53,13620.02481237844
2023-08-14,P1,Home,285.3425339804937,251.2175278158782,1,0.7957679771568953,64,18261.9221747516
2023-08-15,P1,Home,250.5466206135576,243.09717703408802,0,0.7920156319339069,57,14281.157374972783
2023-08-16,P1,Home,250.7591884744529,248.31596594746256,0,0.7883249169678468,48,12036.44104677374
2023-08-17,P1,Home,243.7518109842945,226.96500140404802,0,0.7846969258972115,47,11456.335116261842
2023-08-18,P1,Home,255.15789817054147,214.1942914752594,0,0.7811327337740537,49,12502.737010356532
2023-08-19,P1,Home,267.15283598333485,245.56924248787394,0,0.7776333967454213,43,11487.571947283399
2023-08-20,P1,Home,277.65529476539405,235.50658175637682,1,0.7741999517403975,60,16659.31768592364
2023-08-21,P1,Home,292.85556259588526,224.3305329481632,1,0.7708334161628372,56,16399.911505369575
2023-08-22,P1,Home,247.68778246786192,237.65365734285572,0,0.7675347875898878,46,11393.637993521648
2023-08-23,P1,Home,247.61540298252834,222.18599668867614,0,0.7643050434763856,55,13618.847164039058
2023-08-24,P1,Home,271.9318693786144,259.2924414872175,0,0.7611451408652155,39,10605.342905765961
2023-08-25,P1,Home,248.47668467534734,220.64314999902624,0,0.7580560161037166,51,12672.310918442714
2023-08-26,P1,Home,273.2924042548054,238.80506257515142,0,0.7550385845662253,50,13664.620212740268
2023-08-27,P1,Home,247.61748703350176,254.94766698819302,0,0.7520937403828272,46,11390.40440354108
2023-08-28,P1,Home,293.758625125528,258.6547177014609,1,0.7492223561744091,53,15569.207131652984
2023-08-29,P1,Home,252.64897154149986,239.46325892868322,0,0.7464252827940809,42,10611.256804742994
2023-08-30,P1,Home,254.2890921290581,225.66191621045894,0,0.743703349075052,54,13731.610974969137
2023-08-31,P1,Home,248.48396734469617,223.7858583884367,0,0.7410573615850266,48,11927.230432545417
2023-09-01,P1,Home,320.0666486393657,236.82198454968494,1,0.7384881043872036,42,13442.79924285336
2023-09-02,P1,Home,298.13904033663033,229.83666067148022,1,0.7359963388079394,59,17590.20337986119
2023-09-03,P1,Home,261.442621478052,255.0030956326159,0,0.7335828032111521,48,12549.245830946496
2023-09-04,P1,Home,299.66914566961475,254.46566130927033,1,0.7312482127795273,51,15283.126429150352
2023-09-05,P1,Home,270.71521114269564,245.59263901080334,0,0.7289932593025947,44,11911.469290278608
2023-09-06,P1,Home,252.30069228261343,255.10933160966218,0,0.7268186109717352,46,11605.831845000217
2023-09-07,P1,Home,258.6015841386841,248.59691793665027,0,0.7247249121821819,41,10602.664949686046
2023-09-08,P1,Home,292.006982420072,237.40613811115878,1,0.722712783342072,51,14892.356103423672
2023-09-09,P1,Home,261.7890658226288,225.6642771214463,0,0.7207828206886062,53,13874.820488599325
2023-09-10,P1,Home,257.050454445009,218.41887755816845,0,0.7189355961113706,51,13109.57317669546
2023-09-11,P1,Home,296.81576408924633,229.55518303536553,1,0.7171716569828739,50,14840.788204462317
2023-09-12,P1,Home,248.72156481197285,257.7812750504357,0,0.7154915259963486,46,11441.191981350752
2023-09-13,P1,Home,255.5511734663858,246.92161545991078,0,0.7138957010108664,40,10222.046938655432
2023-09-14,P1,Home,247.31463725162945,242.7847449660166,0,0.7123846549038111,47,11623.787950826583
2023-09-15,P1,Home,272.4610546305228,214.51255674452716,0,0.7109588354307554,39,10625.98113059039
2023-09-16,P1,Home,236.71101242701863,234.48731443199213,0,0.7096186650927807,37,8758.30745979969
2023-09-17,P1,Home,241.7397505361439,251.0291336532944,0,0.7083645410112817,50,12086.987526807196
2023-09-18,P1,Home,238.64139682691055,245.60963708285612,0,0.7071968348102895,52,12409.352634999348
2023-09-19,P1,Home,297.05510538258306,220.50859854264795,1,0.706115892506353,47,13961.589952981403
2023-09-20,P1,Home,235.68570842432032,243.61966280763215,0,0.7051220344060054,45,10605.856879094415
2023-09-21,P1,Home,286.4442045043696,232.75357707830688,1,0.7042155550108509,52,14895.09863422722
2023-09-22,P1,Home,238.89225424625823,214.8229606411353,0,0.703396722930298,54,12900.181729297945
2023-09-23,P1,Home,293.32893034272513,235.7819602118657,1,0.7026657808019636,51,14959.775447478982
2023-09-24,P1,Home,261.311629020152,253.3984066784057,0,0.7020229452197757,48,12542.958192967297
2023-09-25,P1,Home,256.0098325984005,214.88896052308274,0,0.7014684066697907,46,11776.452299526423
2023-09-26,P1,Home,245.65248600924636,236.17605669498613,0,0.7010023294737491,54,13265.234244499303
2023-09-27,P1,Home,255.17891921772633,236.65358368042627,0,0.7006248517403824,39,9951.977849491326
2023-09-28,P1,Home,248.36526722418733,251.15949105743485,0,0.70033608532449,35,8692.784352846556
2023-09-29,P1,Home,248.28795475819274,216.7816179884624,0,0.7001361157937929,32,7945.214552262168
2023-09-30,P1,Home,262.9601071869305,227.17472551515877,0,0.7000250024035786,43,11307.284609038012
2023-10-01,P1,Home,242.1846160961522,215.22522582751452,0,0.7000027780791429,46,11140.492340423001
2023-10-02,P1,Home,253.6046828554105,260.12496667816197,0,0.7000694494060328,37,9383.373265650189
2023-10-03,P1,Home,251.03206864768657,246.65103860546395,0,0.7002249966280949,44,11045.41102049821
2023-10-04,P1,Home,250.72716686119907,237.89180614783274,0,0.7004693736533307,40,10029.086674447963
2023-10-05,P1,Home,241.7929538119885,217.0723201509265,0,0.7008025080675533,45,10880.682921539483
2023-10-06,P1,Home,246.90479967149713,246.03470310546084,0,0.7012243011558463,48,11851.430384231862
2023-10-07,P1,Home,270.27286225738845,218.30448577321562,0,0.7017346279318144,44,11892.005939325092
